category,count,columns,distribution,time,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS,BRANCH_COND_MISPRED_NONSPEC,BRANCH_MISPRED_NONSPEC
pdq_static,16777216,3,random,444564208,16,867,40,43,0,0
pdq_static,16777216,3,random,444664250,13,853,30,35,0,0
pdq_static,16777216,3,random,444764208,16,860,40,43,0,0
pdq_static,16777216,3,random,444864250,12,881,30,37,0,0
pdq_static,16777216,3,random,444964250,17,869,40,49,0,0
pdq_static,16777216,3,random,445064250,13,877,30,37,0,0
pdq_static,16777216,3,random,445166916,15,871,30,49,0,0
pdq_static,16777216,3,random,445264375,13,760,37,49,0,0
pdq_static,16777216,3,random,445364250,12,882,30,36,0,0
pdq_static,16777216,3,random,445464166,16,861,32,41,0,0
pdq_static,16777216,3,random,445567125,14,882,38,55,0,0
pdq_static,16777216,3,random,445664250,12,850,32,31,0,0
pdq_static,16777216,3,random,445764250,16,869,38,46,0,0
pdq_static,16777216,3,random,445864208,12,877,31,34,0,0
pdq_static,16777216,3,random,445964250,16,862,40,45,0,0
pdq_static,16777216,3,random,446064250,12,882,30,35,0,0
pdq_static,16777216,3,random,446164250,13,864,40,40,0,0
pdq_static,16777216,3,random,446264208,10,880,30,30,0,0
pdq_static,16777216,3,random,446364208,16,863,40,48,0,0
